unit,library,term,adj_pval,combined_score,genes,n_high,fraction_high
246,GO_Biological_Process_2025,Positive Regulation of Transcription by RNA Polymerase II (GO:0045944),2.3454851636925907e-07,73.51023873059013,APP;SMARCB1;CD81;TWIST1;ADIRF;BRCA1;EGFR;SOX2;PLAC8;RXRB;EPCAM;STAT4;ABL1;JAK2;WNT2;H2AZ1;IL11;IL33;JUN;SMAD4;FZD5;PARP1;IFNB1;TGFB3;NR1H2;WNT7A;FOXP3;ESR1;CXCL10;DDIT3;ATM;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Cell Surface Receptor Signaling Pathway via STAT (GO:0097696),2.3454851636925907e-07,393.6007286626139,IFNAR2;IFNB1;STAT4;IL12B;CSF2RB;JAK2;IL6ST;CSF2RA;JAK1,4062,0.050002461962676645
246,GO_Biological_Process_2025,Cellular Response to Molecule of Bacterial Origin (GO:0071219),2.494329813256537e-07,219.17246679006465,IL10;CD274;CXCL10;CXCL6;IL1A;CXCL9;FZD5;CD80;IL1B;MMP8;TNFRSF1B;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Mammary Gland Epithelium Development (GO:0061180),2.659755917600757e-07,1310.0878886918515,CSF1R;WNT7B;JAK2;WNT2;WNT3;EPHA2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Response to Lipopolysaccharide (GO:0032496),5.179370096860168e-07,171.18454564710808,IL10;CD274;CXCL6;CXCL9;CD80;TNFRSF11A;MMP8;TNFRSF1B;CXCL10;IL1A;IL1B;SELENOP;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Inflammatory Response (GO:0006954),5.179370096860168e-07,128.66244945055763,SERPINA3;CSF1R;CXCL6;IL1RN;CXCL9;C5AR2;GZMB;IL1A;CXCL10;CASP8;CCL8;ADORA2A;IL1B;XCL1;CHI3L1;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Supramolecular Fiber Organization (GO:0097435),5.487387280725218e-07,110.73951749515666,APP;TGFB2;COL11A1;COL12A1;TPM1;KRT13;KRT24;KRT23;BMP1;COL5A1;KRT14;COL5A2;BAX;CYP1B1;MYH11;VHL;MYL9;KRT6B,4062,0.050002461962676645
246,GO_Biological_Process_2025,Negative Regulation of T Cell Mediated Immunity (GO:0002710),5.768888661398427e-07,1022.337713540772,CD274;CEACAM1;PTPRC;CD80;XCL1;FOXP3,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Cell Population Proliferation (GO:0008284),1.0129378244820772e-06,87.14113322412926,IL11;CSF1R;NTRK2;TGFB2;CSF1;TGFB3;CSF2RB;TNFRSF11A;CSF2RA;PTK2;EGFR;EFNB2;HCK;PTPRC;EPCAM;IL1B;JAK2;IL6ST;IL7R;WNT2;IL12RB2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Cell Surface Receptor Signaling Pathway via JAK-STAT (GO:0007259),1.0224332102464425e-06,374.7303730596972,IFNAR2;IFNB1;STAT4;IL12B;CSF2RB;JAK2;CSF2RA;JAK1,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896),2.3512937575849795e-06,121.52674824457114,ITGB1;APP;CSF1R;NTRK2;TGFB2;TWIST1;PTK2;EGFR;CEACAM1;IL1B;DDIT3;SELENOP;CHI3L1;JAK2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Cellular Response to Transforming Growth Factor Beta Stimulus (GO:0071560),2.5888493759683558e-06,197.7147693321704,ITGB1;JUN;SMAD4;TGFB2;TGFB3;APOA1;XCL1;WNT7A;WNT2;PTK2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Angiogenesis (GO:0045766),2.742594761518491e-06,166.24041263173933,ITGB1;IL1A;ANGPT4;BTG1;PTGIS;IL1B;CYP1B1;TWIST1;CHI3L1;BRCA1;JAK1,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of ERK1 and ERK2 Cascade (GO:0070372),2.742594761518491e-06,117.58018001422433,APP;CSF1R;SMAD4;TNFRSF11A;EGFR;IL1A;CEACAM1;PTPRC;GPNMB;IL1B;CHI3L1;EPHB2;TLR4;EPHA2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Lymphocyte Proliferation (GO:0050671),3.4690726319230667e-06,224.33895481846685,CD274;PTPRC;CD81;CD80;IL1B;IL12B;EPHB2;JAK2;IL6ST,4062,0.050002461962676645
246,GO_Biological_Process_2025,Cellular Response to Interleukin-6 (GO:0071354),3.680323951968032e-06,587.5720698277966,SMAD4;PTGIS;SELPLG;IL6ST;JAK2;JAK1,4062,0.050002461962676645
246,GO_Biological_Process_2025,Apoptotic Process (GO:0006915),4.192575575198017e-06,109.3487189009352,IL10;PARP1;TNFRSF10B;GZMB;FASLG;EMP3;GZMH;IL1A;CASP8;ADORA2A;IL1B;TNFSF10;BAX;JAK2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Secondary Palate Development (GO:0062009),4.973209890206671e-06,1013.7704525458294,SMAD4;TGFB2;WNT11;TGFB3;WNT7A,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Vasculature Development (GO:1904018),5.907009563070462e-06,164.98578970001384,ITGB1;IL1A;ANGPT4;BTG1;PTGIS;IL1B;CYP1B1;TWIST1;CHI3L1;BRCA1,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of Interleukin-8 Production (GO:0032677),5.907009563070462e-06,197.79543589447545,IL10;PTPRC;DDIT3;IL1B;C5AR2;CHI3L1;FFAR2;TLR4;CD33,4062,0.050002461962676645
246,GO_Biological_Process_2025,Wnt Signaling Pathway (GO:0016055),5.907009563070462e-06,197.79543589447545,WNT11;FZD5;WNT7B;FZD6;SNAI1;WNT7A;CD24;WNT2;WNT3,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of MAPK Cascade (GO:0043410),5.979129035350735e-06,82.32430377563016,APP;IL11;CSF1R;NTRK2;TGFB2;CD81;WNT7B;WNT7A;TNFRSF11A;EGFR;SOX2;PTPRC;GPNMB;IL1B;CHI3L1;CD24;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of Apoptotic Process (GO:0042981),6.541238735623518e-06,59.83638954011483,IL10;TOP2A;ITGB1;APP;ANGPT4;JUN;TNFRSF12A;TGFB3;TNFRSF10B;FASLG;PTK2;EGFR;HCK;CXCL10;CASP8;TNFSF10;BAX;CYP1B1;CTLA4;ATM;VHL;JAK2;IL6ST;CRYAB,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of T Cell Activation (GO:0050870),6.586041202625209e-06,159.93237688769457,CD274;HLA-DRB5;SMARCB1;PTPRC;CD81;CD80;IL1B;IL12B;IL6ST;JAK2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Canonical Wnt Signaling Pathway (GO:0060070),7.68475574772011e-06,229.98870557377373,WNT11;FZD5;WNT7B;FZD6;SNAI1;WNT7A;WNT2;WNT3,4062,0.050002461962676645
246,GO_Biological_Process_2025,Negative Regulation of Lymphocyte Proliferation (GO:0050672),7.68475574772011e-06,305.80839613375537,IL10;CD274;TNFRSF13B;GPNMB;CD80;CTLA4;FOXP3,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Production of Molecular Mediator of Immune Response (GO:0002702),7.68475574772011e-06,305.80839613375537,IL10;PTPRC;XCL1;FFAR2;IL2RG;EPHB2;IL13RA1,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Programmed Cell Death (GO:0043068),7.68475574772011e-06,96.62577156605798,TOP2A;ITGB1;APP;JUN;TNFRSF12A;TGFB3;TNFRSF10B;FASLG;CASP8;TNFSF10;BAX;CYP1B1;CTLA4;ATM,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of Interleukin-6 Production (GO:0032675),7.743461519714627e-06,152.78297789456394,IFIH1;IL10;APP;IL1A;IL33;GPNMB;C5AR2;IL1B;TWIST1;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Intrinsic Apoptotic Signaling Pathway (GO:0097193),8.265402773918218e-06,150.50750052715415,CHEK2;DDIT3;CYP1B1;TNFRSF10B;BAX;ATM;BRCA1;CD24;TNFRSF1B;EPHA2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Antimicrobial Humoral Immune Response Mediated by Antimicrobial Peptide (GO:0061844),8.81782342915238e-06,148.28306042657505,NPPB;APP;CXCL10;CXCL6;CXCL9;CCL8;CCL20;XCL1;HMGN2;CXCL14,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of T Cell Proliferation (GO:0042102),8.99671945078324e-06,218.3203584146422,CD274;PTPRC;CD80;IL1B;IL12B;JAK2;IL6ST;CD24,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of Gene Expression (GO:0010468),9.142808877172972e-06,47.17537941024827,RB1;APP;BTG1;CSF1;TWIST1;BRCA1;VSIR;SOX2;CASP8;CHEK2;ABL1;IL12B;VHL;EPHB2;WNT3;IL10;IL33;NTRK2;TGFB2;SMAD4;RUNX3;FOXP3;ESR1;IL1A;PTPRC;IL1B;DDIT3;SNAI1;SNAI2;ATM;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Negative Regulation of Cell Population Proliferation (GO:0008285),9.142808877172972e-06,75.1519722047353,IL10;APP;IFITM1;TGFB2;BTG1;TGFB3;RUNX3;FOXP3;IL1A;GPNMB;IL1B;CYP1B1;IL12B;APOD;VHL;JAK2;CD33,4062,0.050002461962676645
246,GO_Biological_Process_2025,Negative Regulation of Type II Interferon Production (GO:0032689),9.142808877172972e-06,418.4588512102148,CD274;DDIT3;XCL1;FOXP3;TLR4;VSIR,4062,0.050002461962676645
246,GO_Biological_Process_2025,Collagen Fibril Organization (GO:0030199),9.142808877172972e-06,283.5453231814293,TGFB2;BMP1;COL5A1;COL11A1;COL12A1;COL5A2;CYP1B1,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of B Cell Proliferation (GO:0030888),9.142808877172972e-06,283.5453231814293,IL10;PTPRC;TNFRSF13B;CD81;CTLA4;ATM;EPHB2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Negative Regulation of Cytokine Production Involved in Immune Response (GO:0002719),1.1069056182515068e-05,681.9340623795607,IL10;TGFB2;TGFB3;XCL1;FOXP3,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of MAPK Cascade (GO:0043408),1.1069056182515068e-05,88.41949768051838,APP;IL11;CSF1R;NTRK2;DUSP2;CD81;EGFR;SOX2;IL1A;CEACAM1;PTPRC;IL1B;CD24;EPHA2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Extrinsic Apoptotic Signaling Pathway (GO:0097191),1.1069056182515068e-05,202.4938064855017,SMAD4;TGFB2;CASP8;TNFRSF10B;BAX;FASLG;JAK2;TNFRSF1B,4062,0.050002461962676645
246,GO_Biological_Process_2025,Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),1.1069056182515068e-05,137.87342597170476,NPPB;CSF1R;HCK;NTRK2;CSF1;CD8A;IL6ST;JAK2;MERTK;EPHA2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Negative Regulation of Inflammatory Response (GO:0050728),1.1069056182515068e-05,137.87342597170476,RB1;IL22RA1;IL10;HCK;IL33;PTGIS;CLEC12A;NR1H2;APOA1;TNFRSF1B,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Immune Response (GO:0050778),1.3225741820866565e-05,157.44752114563377,IL10;CXCL10;HLA-DRB5;TGFB2;PTPRC;CD81;IFNB1;IL12B;IL6ST,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Apoptotic Signaling Pathway (GO:2001235),1.3473317279208644e-05,192.9238825153924,APP;TNFRSF12A;IFNB1;DDIT3;TNFSF10;BAX;FASLG;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Epithelial to Mesenchymal Transition (GO:0010718),1.4922812396842185e-05,246.1778312950879,SMAD4;TGFB2;TGFB3;IL1B;SNAI1;TWIST1;PTK2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Generation of Neurons (GO:0048699),1.4970390727083267e-05,100.26844386252958,SOX2;NTRK2;TGFB2;WNT11;FZD5;ARTN;WNT7B;WNT7A;RUNX3;WNT2;WNT3;EGFR,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557),1.6337739758522864e-05,71.4394848745212,APP;IL33;NTRK2;TGFB2;SMAD4;CSF1;TWIST1;BRCA1;VSIR;IL1A;IL1B;ATM;JAK2;EPHB2;TLR4;WNT3,4062,0.050002461962676645
246,GO_Biological_Process_2025,Interleukin-12-Mediated Signaling Pathway (GO:0035722),1.7423045595655902e-05,1437.5971916079902,STAT4;IL12B;JAK2;IL12RB2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Negative Regulation of T Cell Activation (GO:0050868),1.876163465160783e-05,230.3788363131684,IL10;CD274;GPNMB;IFNB1;CD80;FOXP3;VSIR,4062,0.050002461962676645
246,GO_Biological_Process_2025,+ Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051897),1.878824723953075e-05,107.03235536705267,ITGB1;APP;CSF1R;NTRK2;TGFB2;IL1B;SELENOP;CHI3L1;JAK2;PTK2;EGFR,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of RNA Biosynthetic Process (GO:1902680),2.076440219756892e-05,56.09443083503884,IL10;TOP2A;JUN;SMAD4;TGFB3;NR1H2;CD80;WNT7A;BRCA1;RUNX3;FOXP3;ESR1;SOX2;RXRB;WNT11;CHEK2;IL1B;DDIT3;SNAI1;VHL,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Chemokine Production (GO:0032722),2.6945322541787723e-05,209.54780112784735,APP;CSF1R;IL33;IL1B;TWIST1;FFAR2;TLR4,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of Interleukin-17 Production (GO:0032660),2.938845750526093e-05,287.77059905823296,DDIT3;IL12B;JAK2;FOXP3;TLR4;VSIR,4062,0.050002461962676645
246,GO_Biological_Process_2025,Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046425),2.9877568896860896e-05,203.26608191930924,IL10;PTPRC;CYP1B1;VHL;JAK2;IL7R;CSF2RA,4062,0.050002461962676645
246,GO_Biological_Process_2025,Peptidyl-Tyrosine Phosphorylation (GO:0018108),4.2648257809092815e-05,186.1137510453516,HCK;CSF1R;ABL1;EPHB2;JAK2;EGFR;PTK2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Signal Transduction (GO:0009967),4.476784294283963e-05,73.60748148972797,ITGB1;APP;TGFB2;SMARCB1;IFNB1;CD80;WNT7A;PTPRC;IL1B;JAK2;IL6ST;IL7R;EPHB2,4062,0.050002461962676645
246,GO_Biological_Process_2025,Cellular Response to Interleukin-12 (GO:0071349),4.476784294283963e-05,885.3932781130271,STAT4;IL12B;JAK2;IL12RB2,4062,0.050002461962676645
246,GO_Biological_Process_2025,"Negative Regulation of CD4-positive, Alpha-Beta T Cell Activation (GO:2000515)",4.476784294283963e-05,885.3932781130271,CD274;XCL1;RUNX3;VSIR,4062,0.050002461962676645
246,GO_Biological_Process_2025,Negative Regulation of Interleukin-17 Production (GO:0032700),4.476784294283963e-05,885.3932781130271,IL12B;FOXP3;TLR4;VSIR,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Immunoglobulin Production (GO:0002639),4.476784294283963e-05,251.0820739334879,IL10;PTPRC;XCL1;IL2RG;EPHB2;IL13RA1,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Gene Expression (GO:0010628),4.476784294283963e-05,56.435821767681006,IL10;APP;ITK;IL33;NTRK2;SMAD4;CSF1;TWIST1;BRCA1;VSIR;IL1A;IL1B;ATM;PLA2R1;EPHB2;TLR4;WNT3,4062,0.050002461962676645
246,GO_Biological_Process_2025,Neuron Differentiation (GO:0030182),4.831494773921624e-05,87.63730705300807,SOX2;NTRK2;TGFB2;WNT11;FZD5;WNT7B;WNT7A;RUNX3;WNT2;WNT3;EGFR,4062,0.050002461962676645
246,GO_Biological_Process_2025,Mammary Gland Development (GO:0030879),4.831494773921624e-05,388.9673545532963,TGFB3;WNT7B;JAK2;WNT2;WNT3,4062,0.050002461962676645
246,GO_Biological_Process_2025,Extracellular Matrix Organization (GO:0030198),5.011811932597949e-05,86.76179289079582,ITGB1;APP;TGFB2;BMP1;COL5A1;COL11A1;COL12A1;COL5A2;CYP1B1;COL4A5;MMP8,4062,0.050002461962676645
246,GO_Biological_Process_2025,Antimicrobial Humoral Response (GO:0019730),5.011811932597949e-05,98.03215936737618,NPPB;APP;CXCL10;CXCL6;CXCL9;CCL8;CCL20;XCL1;HMGN2;CXCL14,4062,0.050002461962676645
246,GO_Biological_Process_2025,Positive Regulation of Inflammatory Response (GO:0050729),5.051582452384778e-05,113.45172084874636,APP;IL33;CD81;IL1B;IL12B;NKG7;IL6ST;MMP8;TLR4,4062,0.050002461962676645
