unit,Term,Adjusted P-value,Overlap,overlap_ratio,Odds Ratio,Combined Score,Genes,n_high,fraction_high
246,Positive Regulation of T Cell Proliferation (GO:0042102),8.99671945078324e-06,8/65,0.12307692307692308,14.432017543859647,218.3203584146422,CD274;PTPRC;CD80;IL1B;IL12B;JAK2;IL6ST;CD24,4062,0.050002461962676645
246,Negative Regulation of Type II Interferon Production (GO:0032689),9.142808877172972e-06,6/28,0.21428571428571427,27.804123711340207,418.4588512102148,CD274;DDIT3;XCL1;FOXP3;TLR4;VSIR,4062,0.050002461962676645
246,Collagen Fibril Organization (GO:0030199),9.142808877172972e-06,7/45,0.15555555555555556,18.862012544314155,283.5453231814293,TGFB2;BMP1;COL5A1;COL11A1;COL12A1;COL5A2;CYP1B1,4062,0.050002461962676645
246,Regulation of B Cell Proliferation (GO:0030888),9.142808877172972e-06,7/45,0.15555555555555556,18.862012544314155,283.5453231814293,IL10;PTPRC;TNFRSF13B;CD81;CTLA4;ATM;EPHB2,4062,0.050002461962676645
246,Negative Regulation of Cytokine Production Involved in Immune Response (GO:0002719),1.1069056182515068e-05,5/16,0.3125,46.12820512820513,681.9340623795607,IL10;TGFB2;TGFB3;XCL1;FOXP3,4062,0.050002461962676645
246,Extrinsic Apoptotic Signaling Pathway (GO:0097191),1.1069056182515068e-05,8/68,0.11764705882352941,13.708333333333334,202.4938064855017,SMAD4;TGFB2;CASP8;TNFRSF10B;BAX;FASLG;JAK2;TNFRSF1B,4062,0.050002461962676645
246,Positive Regulation of Apoptotic Signaling Pathway (GO:2001235),1.3473317279208644e-05,8/70,0.11428571428571428,13.26478494623656,192.9238825153924,APP;TNFRSF12A;IFNB1;DDIT3;TNFSF10;BAX;FASLG;TLR4,4062,0.050002461962676645
246,Positive Regulation of Epithelial to Mesenchymal Transition (GO:0010718),1.4922812396842185e-05,7/49,0.14285714285714285,17.06217616580311,246.1778312950879,SMAD4;TGFB2;TGFB3;IL1B;SNAI1;TWIST1;PTK2,4062,0.050002461962676645
246,Interleukin-12-Mediated Signaling Pathway (GO:0035722),1.7423045595655902e-05,4/8,0.5,101.0,1437.5971916079902,STAT4;IL12B;JAK2;IL12RB2,4062,0.050002461962676645
246,Negative Regulation of T Cell Activation (GO:0050868),1.876163465160783e-05,7/51,0.13725490196078433,16.28497409326425,230.3788363131684,IL10;CD274;GPNMB;IFNB1;CD80;FOXP3;VSIR,4062,0.050002461962676645
246,Positive Regulation of Chemokine Production (GO:0032722),2.6945322541787723e-05,7/54,0.12962962962962962,15.243192591775989,209.54780112784735,APP;CSF1R;IL33;IL1B;TWIST1;FFAR2;TLR4,4062,0.050002461962676645
246,Regulation of Interleukin-17 Production (GO:0032660),2.938845750526093e-05,6/35,0.17142857142857143,21.08531816565944,287.77059905823296,DDIT3;IL12B;JAK2;FOXP3;TLR4;VSIR,4062,0.050002461962676645
246,Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046425),2.9877568896860896e-05,7/55,0.12727272727272726,14.924870466321243,203.26608191930924,IL10;PTPRC;CYP1B1;VHL;JAK2;IL7R;CSF2RA,4062,0.050002461962676645
246,Peptidyl-Tyrosine Phosphorylation (GO:0018108),4.2648257809092815e-05,7/58,0.1206896551724138,14.044803413593415,186.1137510453516,HCK;CSF1R;ABL1;EPHB2;JAK2;EGFR;PTK2,4062,0.050002461962676645
246,Cellular Response to Interleukin-12 (GO:0071349),4.476784294283963e-05,4/10,0.4,67.3265306122449,885.3932781130271,STAT4;IL12B;JAK2;IL12RB2,4062,0.050002461962676645
246,"Negative Regulation of CD4-positive, Alpha-Beta T Cell Activation (GO:2000515)",4.476784294283963e-05,4/10,0.4,67.3265306122449,885.3932781130271,CD274;XCL1;RUNX3;VSIR,4062,0.050002461962676645
246,Negative Regulation of Interleukin-17 Production (GO:0032700),4.476784294283963e-05,4/10,0.4,67.3265306122449,885.3932781130271,IL12B;FOXP3;TLR4;VSIR,4062,0.050002461962676645
246,Positive Regulation of Immunoglobulin Production (GO:0002639),4.476784294283963e-05,6/38,0.15789473684210525,19.105670103092784,251.0820739334879,IL10;PTPRC;XCL1;IL2RG;EPHB2;IL13RA1,4062,0.050002461962676645
246,Mammary Gland Development (GO:0030879),4.831494773921624e-05,5/22,0.22727272727272727,29.838612368024133,388.9673545532963,TGFB3;WNT7B;JAK2;WNT2;WNT3,4062,0.050002461962676645
246,Positive Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050731),6.583082025541101e-05,7/63,0.1111111111111111,12.787564766839376,162.19489427978257,IL11;CSF1R;ANGPT4;IL20;CD80;ABL1;JAK2,4062,0.050002461962676645
246,Macrophage Differentiation (GO:0030225),7.276949669009768e-05,5/24,0.20833333333333334,26.695006747638327,335.64237766536246,CSF1R;IL33;CASP8;CSF1;PARP1,4062,0.050002461962676645
246,Cellular Response to Virus (GO:0098586),7.898228040887121e-05,7/65,0.1076923076923077,12.345363587636234,153.9576885075937,IFIH1;IFNAR2;CXCL10;IFNB1;BAX;JAK2;JAK1,4062,0.050002461962676645
246,Regulation of Chemokine Production (GO:0032642),8.38502545916405e-05,6/43,0.13953488372093023,16.5196433546949,204.6962509645269,APP;CSF1R;IL33;SNAI2;FFAR2;TLR4,4062,0.050002461962676645
246,Regulation of miRNA Transcription (GO:1902893),8.496972983850996e-05,7/66,0.10606060606060606,12.135505400895758,150.08231117190402,IL10;APP;JUN;TGFB2;TWIST1;ESR1;EGFR,4062,0.050002461962676645
246,Cellular Response to Low-Density Lipoprotein Particle Stimulus (GO:0071404),8.496972983850996e-05,5/25,0.2,25.35897435897436,313.3915485176811,ITGB1;APP;CD81;LDLR;TLR4,4062,0.050002461962676645
246,Interleukin-6-Mediated Signaling Pathway (GO:0070102),8.839851719785002e-05,4/12,0.3333333333333333,50.48979591836735,621.4783262572987,SMAD4;IL6ST;JAK2;JAK1,4062,0.050002461962676645
246,Response to Molecule of Bacterial Origin (GO:0002237),9.060451614774386e-05,7/67,0.1044776119402985,11.932642487046632,146.35733988559016,IL10;FZD5;IL1B;SELENOP;TNFRSF11A;CD24;TLR4,4062,0.050002461962676645
246,Regulation of T Cell Migration (GO:2000404),0.00010044833105495824,5/26,0.19230769230769232,24.15018315018315,293.4914392101124,APP;CXCL10;CCL20;APOD;CD69,4062,0.050002461962676645
246,Regulation of Nitric Oxide Biosynthetic Process (GO:0045428),0.00010209415860401932,6/45,0.13333333333333333,15.670896114195084,189.8997840048912,APP;PTGIS;IL1B;JAK2;ESR1;TLR4,4062,0.050002461962676645
246,Regulation of Interleukin-10 Production (GO:0032653),0.000112822320676332,6/46,0.13043478260869565,15.278350515463918,183.1344786743041,CD274;IL12B;XCL1;FOXP3;TLR4;VSIR,4062,0.050002461962676645
246,Mononuclear Cell Differentiation (GO:1903131),0.000112822320676332,6/46,0.13043478260869565,15.278350515463918,183.1344786743041,CSF1R;IL33;CASP8;CSF1;PARP1;IL2RG,4062,0.050002461962676645
246,Peptidyl-Tyrosine Modification (GO:0018212),0.000112822320676332,6/46,0.13043478260869565,15.278350515463918,183.1344786743041,CSF1R;HCK;ABL1;EPHB2;EGFR;PTK2,4062,0.050002461962676645
246,Positive Regulation of Vascular Endothelial Growth Factor Production (GO:0010575),0.00011477158374763242,5/27,0.18518518518518517,23.05128205128205,275.60325810758144,IL1A;IL1B;CYP1B1;BRCA1;IL6ST,4062,0.050002461962676645
246,Regulation of Vascular Endothelial Growth Factor Production (GO:0010574),0.00016324633885385004,5/29,0.1724137931034483,21.128205128205128,244.79950290336265,IL1A;IL1B;CYP1B1;BRCA1;IL6ST,4062,0.050002461962676645
246,Regulation of Interleukin-2 Production (GO:0032663),0.00017502477737075164,6/50,0.12,13.88659793814433,159.57344828850043,IL1A;PTPRC;CD80;IL1B;XCL1;FOXP3,4062,0.050002461962676645
246,Negative Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556),0.00017502477737075164,6/50,0.12,13.88659793814433,159.57344828850043,IL10;CD274;C5AR2;TLR4;VSIR;CD33,4062,0.050002461962676645
246,Positive Regulation of Alpha-Beta T Cell Proliferation (GO:0046641),0.00020296477841288572,4/15,0.26666666666666666,36.71428571428572,415.5389408534144,CD81;IL12B;XCL1;JAK2,4062,0.050002461962676645
246,Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:0008630),0.00021337142131679437,6/52,0.11538461538461539,13.281488121918422,149.54976885226935,CHEK2;BAX;ATM;BRCA1;TNFRSF1B;EPHA2,4062,0.050002461962676645
246,Regulation of Immunoglobulin Production (GO:0002637),0.00021497962047411877,5/31,0.16129032258064516,19.500986193293887,219.27708359619595,IL10;PTPRC;IL2RG;EPHB2;IL13RA1,4062,0.050002461962676645
246,Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:0008625),0.0002507091419653688,5/32,0.15625,18.77777777777778,208.10711759419505,CASP8;TNFSF10;TNFRSF10B;BAX;FASLG,4062,0.050002461962676645
246,Negative Regulation of Interleukin-10 Production (GO:0032693),0.0002599812211251745,4/16,0.25,33.6530612244898,371.4740483715657,CD274;IL12B;FOXP3;VSIR,4062,0.050002461962676645
246,Interferon-Mediated Signaling Pathway (GO:0140888),0.00028400243264647973,6/55,0.10909090909090909,12.466442247001892,136.27645857990532,IFNAR2;HCK;IFITM1;IFNB1;JAK2;JAK1,4062,0.050002461962676645
246,B Cell Receptor Signaling Pathway (GO:0050853),0.00028400243264647973,5/33,0.15151515151515152,18.106227106227102,197.83659620108145,ITK;PTPRC;CTLA4;BAX;MS4A1,4062,0.050002461962676645
246,Regulation of Cell Adhesion Mediated by Integrin (GO:0033628),0.00028400243264647973,5/33,0.15151515151515152,18.106227106227102,197.83659620108145,TGFB2;CYP1B1;SNAI2;PTK2;EPHA2,4062,0.050002461962676645
246,Positive Regulation of Leukocyte Chemotaxis (GO:0002690),0.0003090827650127968,6/56,0.10714285714285714,12.216494845360824,132.26100624841683,APP;CSF1R;CXCL10;CSF1;XCL1;PTK2,4062,0.050002461962676645
246,B Cell Proliferation (GO:0042100),0.0003179539755330834,4/17,0.23529411764705882,31.06279434850864,334.7923648041761,IL10;PTPRC;IFNB1;MS4A1,4062,0.050002461962676645
246,Leukocyte Tethering or Rolling (GO:0050901),0.0003179539755330834,4/17,0.23529411764705882,31.06279434850864,334.7923648041761,ITGB1;SELPLG;SELL;SELENOP,4062,0.050002461962676645
246,"Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043516)",0.0003179539755330834,5/34,0.14705882352941177,17.480990274093724,188.3662067044033,SNAI1;TWIST1;SNAI2;ATM;PLA2R1,4062,0.050002461962676645
246,Response to Transforming Growth Factor Beta (GO:0071559),0.0003623704221843053,5/35,0.14285714285714285,16.897435897435898,179.61044178472525,SMAD4;WNT7A;XCL1;WNT2;RUNX3,4062,0.050002461962676645
246,Positive Regulation of Type II Interferon Production (GO:0032729),0.0003623704221843053,6/58,0.10344827586206896,11.745440126883423,124.76695832755246,FZD5;IL1B;IL12B;JAK2;TLR4;IL12RB2,4062,0.050002461962676645
246,Negative Regulation of Smooth Muscle Cell Proliferation (GO:0048662),0.000402802692417086,5/36,0.1388888888888889,16.351530190239867,171.49530707153963,IL10;TGFB3;TPM1;IL12B;APOD,4062,0.050002461962676645
246,Response to Retinoic Acid (GO:0032526),0.0004253227272195572,6/60,0.1,11.309278350515465,117.91686334351428,WNT11;WNT7B;HSD17B2;ATM;WNT2;WNT3,4062,0.050002461962676645
246,Leukocyte Adhesion to Vascular Endothelial Cell (GO:0061756),0.00047046926123195295,4/19,0.21052631578947367,26.918367346938776,277.4179092680899,ITGB1;SELPLG;SELL;SELENOP,4062,0.050002461962676645
246,Regulation of Leukocyte Proliferation (GO:0070663),0.00047046926123195295,3/7,0.42857142857142855,75.36548223350253,776.6239908457204,CSF2RB;JAK2;CSF2RA,4062,0.050002461962676645
246,Lens Fiber Cell Development (GO:0070307),0.00047046926123195295,3/7,0.42857142857142855,75.36548223350253,776.6239908457204,WNT7B;WNT7A;EPHA2,4062,0.050002461962676645
346,Regulation of Tumor Necrosis Factor Production (GO:0032680),1.1051870987529111e-08,14/131,0.10687022900763359,12.662531017369728,299.00106479140754,SYK;IFNGR1;GSTP1;STAT3;NR1H4;TWIST1;HSPB1;AZU1;IFIH1;RARA;LGALS9;JAK2;TLR2;PF4,4062,0.050002461962676645
346,Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237),2.4547809947496876e-08,11/72,0.1527777777777778,18.833289964437505,428.04343929274273,LGALS3;SRC;GSTP1;FGG;ITGAV;NRG1;CFLAR;AREG;HSPA1B;HSPA1A;PF4,4062,0.050002461962676645
346,Cell Surface Receptor Signaling Pathway via STAT (GO:0097696),2.4654758222564005e-08,10/55,0.18181818181818182,23.105263157894736,521.4748055736762,IFNB1;STAT1;CLCF1;LEP;STAT3;LIF;TYK2;JAK2;IL6ST;IL6R,4062,0.050002461962676645
346,Positive Regulation of Interleukin-6 Production (GO:0032755),4.156985881432907e-08,11/77,0.14285714285714285,17.402116402116402,382.4659121660166,IFIH1;SYK;LEP;STAT3;TWIST1;IL16;LGALS9;IL17D;IL6R;TLR2;MAPK13,4062,0.050002461962676645
346,Response to Cytokine (GO:0034097),4.332170582335487e-08,13/123,0.10569105691056911,12.44385026737968,272.1757423883953,HDAC4;IFITM1;CIITA;SRC;STAT1;OSMR;CXCL16;CASP8;SELL;LGALS9;IL6ST;JAK2;IL6R,4062,0.050002461962676645
346,Positive Regulation of Tumor Necrosis Factor Production (GO:0032760),7.359844703539289e-08,11/82,0.13414634146341464,16.172516580967287,344.17888204774107,IFIH1;SYK;IFNGR1;STAT3;HSPB1;TWIST1;LGALS9;AZU1;JAK2;TLR2;PF4,4062,0.050002461962676645
346,Regulation of Interleukin-8 Production (GO:0032677),7.525493962370102e-08,11/83,0.13253012048192772,15.947089947089948,337.25274730743286,ANXA1;SYK;LEP;STAT3;LGALS9;CD58;IL17D;IL6R;HSPA1B;TLR2;HSPA1A,4062,0.050002461962676645
346,Regulation of T Cell Proliferation (GO:0042129),7.525493962370102e-08,11/83,0.13253012048192772,15.947089947089948,337.25274730743286,LGALS3;ANXA1;IL15;CLCF1;LEP;TNFRSF14;TYK2;JAK2;IL6ST;TNFRSF21;HLA-DRB1,4062,0.050002461962676645
346,Positive Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),8.805785420194678e-08,11/85,0.12941176470588237,15.514514514514516,324.0465431120925,IFIH1;SYK;IFNGR1;STAT3;HSPB1;TWIST1;LGALS9;AZU1;JAK2;TLR2;PF4,4062,0.050002461962676645
346,Cellular Response to Virus (GO:0098586),8.805785420194678e-08,10/65,0.15384615384615385,18.894736842105264,393.8516325492772,IFIH1;HSP90AA1;IFNGR1;IFNB1;PTGES2;LGALS9;TYK2;JAK2;MAPK14;IFNL3,4062,0.050002461962676645
346,Regulation of miRNA Transcription (GO:1902893),9.841412657742694e-08,10/66,0.15151515151515152,18.55639097744361,383.9108215622402,SREBF1;JUN;MYC;STAT3;RARA;TWIST1;FOS;PPARA;AREG;VEGFA,4062,0.050002461962676645
346,Macrophage Differentiation (GO:0030225),2.359424919481827e-07,7/24,0.2916666666666667,42.20694910088388,832.7890242033293,CASP8;CSF1;IL15;LIF;CFLAR;HLA-DRB1;VEGFA,4062,0.050002461962676645
346,Interferon-Mediated Signaling Pathway (GO:0140888),2.8898494828420485e-07,9/55,0.16363636363636364,20.235146824493512,393.6007286626139,HDAC4;IFITM1;IFI27;IFNGR1;IFNB1;STAT1;TYK2;JAK2;IFNL3,4062,0.050002461962676645
346,Positive Regulation of Interleukin-8 Production (GO:0032757),9.348060833844684e-07,9/63,0.14285714285714285,17.230366492146597,313.6946208107819,SYK;LEP;STAT3;LGALS9;CD58;IL17D;HSPA1B;TLR2;HSPA1A,4062,0.050002461962676645
346,Granulocyte Chemotaxis (GO:0071621),1.0227605775378498e-06,9/64,0.140625,16.916230366492147,305.5575173573561,LGALS3;ANXA1;SYK;CCL7;PTGES2;PPBP;S100A8;VEGFA;PF4,4062,0.050002461962676645
346,Regulation of Monocyte Chemotactic Protein-1 Production (GO:0071637),1.4379430221297015e-06,5/10,0.5,101.51282051282053,1785.329817856251,SYK;GSTP1;TWIST1;APOD;LGALS9,4062,0.050002461962676645
346,Myeloid Leukocyte Differentiation (GO:0002573),2.878905395685876e-06,9/74,0.12162162162162163,14.306484091824403,239.76961990415532,CASP8;CSF1;IL15;LIF;LGALS9;CFLAR;MAPK14;HLA-DRB1;VEGFA,4062,0.050002461962676645
346,Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900015),3.3830158625162405e-06,8/55,0.14545454545454545,17.511524822695037,288.3114928701292,NFKBIA;LEP;STAT3;APOD;JAK2;PPARA;MAPK14;IL17D,4062,0.050002461962676645
346,Interleukin-6-Mediated Signaling Pathway (GO:0070102),3.3830158625162405e-06,5/12,0.4166666666666667,72.5018315018315,1193.2632448189015,SRC;STAT3;IL6ST;JAK2;IL6R,4062,0.050002461962676645
346,Negative Regulation of Cellular Component Organization (GO:0051129),4.780381823812485e-06,9/80,0.1125,13.093503428950669,210.41358401404568,LGALS3;SRC;LAMP2;NR1H4;SPRY2;AREG;HSPA1B;VEGFA;HSPA1A,4062,0.050002461962676645
346,Positive Regulation of Erythrocyte Differentiation (GO:0045648),9.693651965939716e-06,6/27,0.2222222222222222,29.12960235640648,445.190090525153,STAT1;STAT3;MAPK14;ACVR2A;HSPA1B;HSPA1A,4062,0.050002461962676645
346,Positive Regulation of Alpha-Beta T Cell Proliferation (GO:0046641),1.0864487177628196e-05,5/15,0.3333333333333333,50.74358974358975,768.7656511195227,HLA-A;TYK2;LGALS9;JAK2;CD55,4062,0.050002461962676645
346,Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001236),1.0905984005475953e-05,8/65,0.12307692307692308,14.432017543859647,218.3203584146422,ACVR1;LGALS3;SRC;GSTP1;CAV1;ITGAV;CFLAR;AREG,4062,0.050002461962676645
346,Mononuclear Cell Differentiation (GO:1903131),1.3769846512012905e-05,7/46,0.15217391304347827,18.377441211638104,273.3824888472053,CASP8;CSF1;IL15;LIF;CFLAR;HLA-DRB1;VEGFA,4062,0.050002461962676645
346,Extrinsic Apoptotic Signaling Pathway (GO:0097191),1.454070790203709e-05,8/68,0.11764705882352941,13.708333333333334,202.4938064855017,CASP8;IFI27;BAG3;ITGAV;TNFRSF10A;CFLAR;JAK2;IL6R,4062,0.050002461962676645
346,Cell Surface Receptor Signaling Pathway via JAK-STAT (GO:0007259),1.470649314013164e-05,7/47,0.14893617021276595,17.917098445595855,263.7963592880561,IFNB1;IL15;STAT1;CLCF1;STAT3;TYK2;JAK2,4062,0.050002461962676645
346,Cellular Response to Type II Interferon (GO:0071346),1.470649314013164e-05,7/47,0.14893617021276595,17.917098445595855,263.7963592880561,IFNGR1;STAT1;CD58;LGALS9;TYK2;JAK2;TLR2,4062,0.050002461962676645
346,Collagen-Activated Signaling Pathway (GO:0038065),2.322029389394139e-05,4/8,0.5,101.0,1437.5971916079902,DDR1;ITGA2;JAK2;DDR2,4062,0.050002461962676645
346,Regulation of Acute Inflammatory Response (GO:0002673),2.544505526822403e-05,5/18,0.2777777777777778,39.0276134122288,551.3039505508597,GSTP1;OSMR;IL6ST;INS;PTGES,4062,0.050002461962676645
346,Negative Regulation of Apoptotic Signaling Pathway (GO:2001234),2.544505526822403e-05,8/74,0.10810810810810811,12.458333333333334,175.79196778707703,ACVR1;LGALS3;SRC;GSTP1;ITGAV;CFLAR;AREG;HSPA1A,4062,0.050002461962676645
346,Positive Regulation of Chemokine Production (GO:0032722),3.603293615392217e-05,7/54,0.12962962962962962,15.243192591775989,209.54780112784735,SYK;FFAR3;TWIST1;LGALS9;AZU1;IL6R;TLR2,4062,0.050002461962676645
346,Intracellular Receptor Signaling Pathway (GO:0030522),3.859761280629578e-05,6/35,0.17142857142857143,21.08531816565944,287.77059905823296,IFIH1;BECN1;STAT3;NR1H4;PPARA;AREG,4062,0.050002461962676645
346,Cellular Response to Vascular Endothelial Growth Factor Stimulus (GO:0035924),4.460213314931061e-05,6/36,0.16666666666666666,20.38144329896907,274.6176998194445,NOTCH1;HSPB1;SPRY2;MAPK14;PGF;VEGFA,4062,0.050002461962676645
346,Positive Regulation of Myeloid Cell Differentiation (GO:0045639),5.203977453024766e-05,6/37,0.16216216216216217,19.722979714000665,262.4200242351339,STAT1;STAT3;MAPK14;ACVR2A;HSPA1B;HSPA1A,4062,0.050002461962676645
346,Type II Interferon-Mediated Signaling Pathway (GO:0060333),5.958318798726712e-05,4/10,0.4,67.3265306122449,885.3932781130271,IFNGR1;STAT1;TYK2;JAK2,4062,0.050002461962676645
346,Regulation of Erythrocyte Differentiation (GO:0045646),5.958318798726712e-05,6/38,0.15789473684210525,19.105670103092784,251.0820739334879,STAT1;STAT3;MAPK14;ACVR2A;HSPA1B;HSPA1A,4062,0.050002461962676645
346,Mammary Gland Development (GO:0030879),6.53417986000327e-05,5/22,0.22727272727272727,29.838612368024133,388.9673545532963,CAV1;NRG1;JAK2;WNT2;VEGFA,4062,0.050002461962676645
346,Response to Type II Interferon (GO:0034341),6.561267242967169e-05,7/60,0.11666666666666667,13.513442174210578,175.91748523818214,CIITA;IFITM1;STAT1;LGALS9;CD58;CXCL16;TLR2,4062,0.050002461962676645
346,Cellular Response to Interleukin-6 (GO:0071354),7.695362850796686e-05,5/23,0.21739130434782608,28.17948717948718,360.6611683989916,SRC;STAT3;IL6ST;JAK2;IL6R,4062,0.050002461962676645
346,Regulation of Phagocytosis (GO:0050764),7.695362850796686e-05,7/62,0.11290322580645161,13.020725388601036,166.5760371840454,IL15RA;SYK;IL15;STAT3;ITGAV;AZU1;TLR2,4062,0.050002461962676645
